soc_code,occupation,skill,importance,level
27-2031.00,Dancers,Programming,1.0,0.0
27-2031.00,Dancers,Operation and Control,1.0,0.0
27-2031.00,Dancers,Equipment Maintenance,1.0,0.0
27-2031.00,Dancers,Troubleshooting,1.0,0.0
27-2031.00,Dancers,Repairing,1.0,0.0
27-2031.00,Dancers,Quality Control Analysis,1.0,0.0
27-2031.00,Dancers,Management of Financial Resources,1.0,0.0
27-2031.00,Dancers,Management of Material Resources,1.0,0.0
27-2032.00,Choreographers,Instructing,4.0,4.0
27-2032.00,Choreographers,Active Listening,3.88,3.88
27-2032.00,Choreographers,Speaking,3.88,3.88
27-2032.00,Choreographers,Coordination,3.88,4.0
27-2032.00,Choreographers,Monitoring,3.75,3.75
27-2032.00,Choreographers,Learning Strategies,3.62,3.5
27-2032.00,Choreographers,Social Perceptiveness,3.62,3.88
27-2032.00,Choreographers,Reading Comprehension,3.5,3.38
27-2032.00,Choreographers,Critical Thinking,3.38,3.38
27-2032.00,Choreographers,Time Management,3.38,3.38
27-2032.00,Choreographers,Active Learning,3.25,3.25
27-2032.00,Choreographers,Service Orientation,3.25,3.25
27-2032.00,Choreographers,Judgment and Decision Making,3.25,3.0
27-2032.00,Choreographers,Management of Personnel Resources,3.12,3.38
27-2032.00,Choreographers,Writing,3.0,3.0
27-2032.00,Choreographers,Persuasion,3.0,3.12
27-2032.00,Choreographers,Negotiation,3.0,3.0
27-2032.00,Choreographers,Complex Problem Solving,3.0,3.0
27-2032.00,Choreographers,Operations Analysis,2.75,2.75
27-2032.00,Choreographers,Systems Evaluation,2.75,2.75
27-2032.00,Choreographers,Systems Analysis,2.62,2.62
27-2032.00,Choreographers,Management of Material Resources,1.75,0.88
27-2032.00,Choreographers,Mathematics,1.62,0.88
27-2032.00,Choreographers,Technology Design,1.62,0.75
27-2032.00,Choreographers,Management of Financial Resources,1.62,0.62
27-2032.00,Choreographers,Operations Monitoring,1.5,0.5
27-2032.00,Choreographers,Quality Control Analysis,1.25,0.25
27-2032.00,Choreographers,Science,1.12,0.12
27-2032.00,Choreographers,Programming,1.12,0.12
27-2032.00,Choreographers,Equipment Selection,1.0,0.0
27-2032.00,Choreographers,Installation,1.0,0.0
27-2032.00,Choreographers,Operation and Control,1.0,0.0
27-2032.00,Choreographers,Equipment Maintenance,1.0,0.0
27-2032.00,Choreographers,Troubleshooting,1.0,0.0
27-2032.00,Choreographers,Repairing,1.0,0.0
27-2041.00,Music Directors and Composers,Active Listening,3.88,3.62
27-2041.00,Music Directors and Composers,Speaking,3.62,3.62
27-2041.00,Music Directors and Composers,Reading Comprehension,3.5,3.5
27-2041.00,Music Directors and Composers,Critical Thinking,3.5,3.75
27-2041.00,Music Directors and Composers,Judgment and Decision Making,3.5,3.12
27-2041.00,Music Directors and Composers,Writing,3.38,3.5
27-2041.00,Music Directors and Composers,Active Learning,3.38,3.38
27-2041.00,Music Directors and Composers,Coordination,3.38,3.75
27-2041.00,Music Directors and Composers,Monitoring,3.25,3.62
27-2041.00,Music Directors and Composers,Persuasion,3.25,3.25
27-2041.00,Music Directors and Composers,Social Perceptiveness,3.12,3.62
27-2041.00,Music Directors and Composers,Complex Problem Solving,3.12,
27-2041.00,Music Directors and Composers,Time Management,3.12,3.12
27-2041.00,Music Directors and Composers,Management of Personnel Resources,3.12,3.12
27-2041.00,Music Directors and Composers,Negotiation,3.0,3.12
27-2041.00,Music Directors and Composers,Systems Evaluation,3.0,3.0
27-2041.00,Music Directors and Composers,Instructing,2.88,3.0
27-2041.00,Music Directors and Composers,Systems Analysis,2.88,3.0
27-2041.00,Music Directors and Composers,Learning Strategies,2.75,3.0
27-2041.00,Music Directors and Composers,Service Orientation,2.75,2.62
27-2041.00,Music Directors and Composers,Operations Analysis,2.25,
27-2041.00,Music Directors and Composers,Management of Financial Resources,2.25,2.38
27-2041.00,Music Directors and Composers,Mathematics,2.12,1.62
27-2041.00,Music Directors and Composers,Management of Material Resources,2.12,1.5
27-2041.00,Music Directors and Composers,Programming,1.88,1.12
27-2041.00,Music Directors and Composers,Technology Design,1.62,1.25
27-2041.00,Music Directors and Composers,Quality Control Analysis,1.62,
27-2041.00,Music Directors and Composers,Equipment Selection,1.38,
27-2041.00,Music Directors and Composers,Operation and Control,1.38,0.62
27-2041.00,Music Directors and Composers,Science,1.25,0.38
27-2041.00,Music Directors and Composers,Operations Monitoring,1.25,0.38
27-2041.00,Music Directors and Composers,Troubleshooting,1.25,0.38
27-2041.00,Music Directors and Composers,Installation,1.0,0.0
27-2041.00,Music Directors and Composers,Equipment Maintenance,1.0,0.0
27-2041.00,Music Directors and Composers,Repairing,1.0,0.0
27-2042.00,Musicians and Singers,Speaking,3.38,3.38
27-2042.00,Musicians and Singers,Active Listening,3.25,3.25
27-2042.00,Musicians and Singers,Monitoring,3.25,2.88
27-2042.00,Musicians and Singers,Reading Comprehension,3.12,2.88
27-2042.00,Musicians and Singers,Social Perceptiveness,3.12,3.12
27-2042.00,Musicians and Singers,Critical Thinking,3.0,2.62
27-2042.00,Musicians and Singers,Coordination,3.0,3.12
27-2042.00,Musicians and Singers,Service Orientation,2.88,2.62
27-2042.00,Musicians and Singers,Time Management,2.88,2.5
27-2042.00,Musicians and Singers,Writing,2.75,2.75
27-2042.00,Musicians and Singers,Active Learning,2.75,2.5
27-2042.00,Musicians and Singers,Persuasion,2.75,2.38
27-2042.00,Musicians and Singers,Systems Analysis,2.75,2.62
27-2042.00,Musicians and Singers,Learning Strategies,2.62,2.75
27-2042.00,Musicians and Singers,Negotiation,2.62,2.5
27-2042.00,Musicians and Singers,Judgment and Decision Making,2.62,2.75
27-2042.00,Musicians and Singers,Instructing,2.5,3.0
27-2042.00,Musicians and Singers,Systems Evaluation,2.5,2.38
27-2042.00,Musicians and Singers,Complex Problem Solving,2.38,2.62
27-2042.00,Musicians and Singers,Operations Monitoring,2.12,1.5
27-2042.00,Musicians and Singers,Management of Personnel Resources,2.12,2.25
27-2042.00,Musicians and Singers,Mathematics,1.88,1.25
27-2042.00,Musicians and Singers,Operations Analysis,1.88,1.5
27-2042.00,Musicians and Singers,Technology Design,1.75,1.0
27-2042.00,Musicians and Singers,Quality Control Analysis,1.62,
27-2042.00,Musicians and Singers,Equipment Selection,1.38,0.5
27-2042.00,Musicians and Singers,Operation and Control,1.38,0.62
27-2042.00,Musicians and Singers,Troubleshooting,1.38,0.62
27-2042.00,Musicians and Singers,Management of Material Resources,1.38,0.62
27-2042.00,Musicians and Singers,Programming,1.25,0.38
27-2042.00,Musicians and Singers,Management of Financial Resources,1.25,0.38
27-2042.00,Musicians and Singers,Science,1.12,0.25
27-2042.00,Musicians and Singers,Installation,1.12,0.25
27-2042.00,Musicians and Singers,Equipment Maintenance,1.12,0.25
27-2042.00,Musicians and Singers,Repairing,1.12,0.25
27-3011.00,Broadcast Announcers and Radio Disc Jockeys,Speaking,4.75,4.12
27-3011.00,Broadcast Announcers and Radio Disc Jockeys,Active Listening,4.0,4.0
27-3011.00,Broadcast Announcers and Radio Disc Jockeys,Reading Comprehension,3.88,4.0
27-3011.00,Broadcast Announcers and Radio Disc Jockeys,Critical Thinking,3.75,4.0
27-3011.00,Broadcast Announcers and Radio Disc Jockeys,Social Perceptiveness,3.75,3.75
27-3011.00,Broadcast Announcers and Radio Disc Jockeys,Time Management,3.25,3.12
27-3011.00,Broadcast Announcers and Radio Disc Jockeys,Writing,3.12,4.0
27-3011.00,Broadcast Announcers and Radio Disc Jockeys,Active Learning,3.12,3.12
27-3011.00,Broadcast Announcers and Radio Disc Jockeys,Monitoring,3.0,3.12
27-3011.00,Broadcast Announcers and Radio Disc Jockeys,Coordination,3.0,3.38
27-3011.00,Broadcast Announcers and Radio Disc Jockeys,Service Orientation,3.0,3.0
27-3011.00,Broadcast Announcers and Radio Disc Jockeys,Complex Problem Solving,3.0,3.0
27-3011.00,Broadcast Announcers and Radio Disc Jockeys,Judgment and Decision Making,3.0,3.0
27-3011.00,Broadcast Announcers and Radio Disc Jockeys,Persuasion,2.88,2.88
27-3011.00,Broadcast Announcers and Radio Disc Jockeys,Negotiation,2.5,2.75
27-3011.00,Broadcast Announcers and Radio Disc Jockeys,Instructing,2.12,2.0
27-3011.00,Broadcast Announcers and Radio Disc Jockeys,Operations Monitoring,2.12,2.0
27-3011.00,Broadcast Announcers and Radio Disc Jockeys,Operation and Control,2.12,2.0
27-3011.00,Broadcast Announcers and Radio Disc Jockeys,Systems Evaluation,2.12,2.0
27-3011.00,Broadcast Announcers and Radio Disc Jockeys,Learning Strategies,2.0,2.12
27-3011.00,Broadcast Announcers and Radio Disc Jockeys,Systems Analysis,2.0,2.0
27-3011.00,Broadcast Announcers and Radio Disc Jockeys,Management of Personnel Resources,2.0,2.0
27-3011.00,Broadcast Announcers and Radio Disc Jockeys,Operations Analysis,1.88,1.0
27-3011.00,Broadcast Announcers and Radio Disc Jockeys,Quality Control Analysis,1.88,1.38
27-3011.00,Broadcast Announcers and Radio Disc Jockeys,Mathematics,1.75,0.88
27-3011.00,Broadcast Announcers and Radio Disc Jockeys,Troubleshooting,1.5,0.5
27-3011.00,Broadcast Announcers and Radio Disc Jockeys,Management of Financial Resources,1.5,0.5
27-3011.00,Broadcast Announcers and Radio Disc Jockeys,Management of Material Resources,1.5,0.5
27-3011.00,Broadcast Announcers and Radio Disc Jockeys,Equipment Selection,1.38,0.38
27-3011.00,Broadcast Announcers and Radio Disc Jockeys,Equipment Maintenance,1.38,0.38
27-3011.00,Broadcast Announcers and Radio Disc Jockeys,Repairing,1.25,0.25
27-3011.00,Broadcast Announcers and Radio Disc Jockeys,Technology Design,1.12,0.12
27-3011.00,Broadcast Announcers and Radio Disc Jockeys,Programming,1.12,0.12
27-3011.00,Broadcast Announcers and Radio Disc Jockeys,Science,1.0,0.0
27-3011.00,Broadcast Announcers and Radio Disc Jockeys,Installation,1.0,0.0
27-3023.00,"News Analysts, Reporters, and Journalists",Speaking,4.12,3.88
27-3023.00,"News Analysts, Reporters, and Journalists",Reading Comprehension,4.0,3.62
27-3023.00,"News Analysts, Reporters, and Journalists",Writing,4.0,4.25
27-3023.00,"News Analysts, Reporters, and Journalists",Active Listening,3.88,3.75
27-3023.00,"News Analysts, Reporters, and Journalists",Social Perceptiveness,3.5,3.62
27-3023.00,"News Analysts, Reporters, and Journalists",Time Management,3.5,3.38
27-3023.00,"News Analysts, Reporters, and Journalists",Critical Thinking,3.38,3.5
27-3023.00,"News Analysts, Reporters, and Journalists",Coordination,3.38,3.38
27-3023.00,"News Analysts, Reporters, and Journalists",Active Learning,3.25,3.38
27-3023.00,"News Analysts, Reporters, and Journalists",Complex Problem Solving,3.25,3.12
27-3023.00,"News Analysts, Reporters, and Journalists",Judgment and Decision Making,3.25,3.0
27-3023.00,"News Analysts, Reporters, and Journalists",Persuasion,3.12,3.25
27-3023.00,"News Analysts, Reporters, and Journalists",Monitoring,3.0,3.12
27-3023.00,"News Analysts, Reporters, and Journalists",Service Orientation,3.0,3.12
27-3023.00,"News Analysts, Reporters, and Journalists",Negotiation,2.75,2.62
27-3023.00,"News Analysts, Reporters, and Journalists",Instructing,2.5,2.38
27-3023.00,"News Analysts, Reporters, and Journalists",Systems Analysis,2.5,2.25
27-3023.00,"News Analysts, Reporters, and Journalists",Management of Personnel Resources,2.5,2.75
27-3023.00,"News Analysts, Reporters, and Journalists",Learning Strategies,2.38,2.25
27-3023.00,"News Analysts, Reporters, and Journalists",Systems Evaluation,2.25,2.12
27-3023.00,"News Analysts, Reporters, and Journalists",Mathematics,2.0,1.5
27-3023.00,"News Analysts, Reporters, and Journalists",Technology Design,1.75,1.25
27-3023.00,"News Analysts, Reporters, and Journalists",Operations Monitoring,1.75,1.38
27-3023.00,"News Analysts, Reporters, and Journalists",Operation and Control,1.75,1.38
27-3023.00,"News Analysts, Reporters, and Journalists",Quality Control Analysis,1.75,1.12
27-3023.00,"News Analysts, Reporters, and Journalists",Management of Financial Resources,1.75,1.0
27-3023.00,"News Analysts, Reporters, and Journalists",Management of Material Resources,1.62,1.12
27-3023.00,"News Analysts, Reporters, and Journalists",Operations Analysis,1.5,0.75
27-3023.00,"News Analysts, Reporters, and Journalists",Programming,1.5,0.75
27-3023.00,"News Analysts, Reporters, and Journalists",Science,1.0,0.0
27-3023.00,"News Analysts, Reporters, and Journalists",Equipment Selection,1.0,0.0
27-3023.00,"News Analysts, Reporters, and Journalists",Installation,1.0,0.0
27-3023.00,"News Analysts, Reporters, and Journalists",Equipment Maintenance,1.0,0.0
27-3023.00,"News Analysts, Reporters, and Journalists",Troubleshooting,1.0,0.0
27-3023.00,"News Analysts, Reporters, and Journalists",Repairing,1.0,0.0
27-3031.00,Public Relations Specialists,Active Listening,4.12,4.12
27-3031.00,Public Relations Specialists,Speaking,4.12,4.25
27-3031.00,Public Relations Specialists,Reading Comprehension,4.0,4.0
27-3031.00,Public Relations Specialists,Writing,4.0,4.0
27-3031.00,Public Relations Specialists,Social Perceptiveness,4.0,4.12
27-3031.00,Public Relations Specialists,Critical Thinking,3.88,4.12
27-3031.00,Public Relations Specialists,Coordination,3.88,4.0
27-3031.00,Public Relations Specialists,Time Management,3.88,3.88
27-3031.00,Public Relations Specialists,Persuasion,3.75,4.12
27-3031.00,Public Relations Specialists,Judgment and Decision Making,3.5,4.0
27-3031.00,Public Relations Specialists,Active Learning,3.38,3.75
27-3031.00,Public Relations Specialists,Complex Problem Solving,3.38,3.5
27-3031.00,Public Relations Specialists,Negotiation,3.25,3.38
27-3031.00,Public Relations Specialists,Systems Evaluation,3.25,3.38
27-3031.00,Public Relations Specialists,Service Orientation,3.12,3.12
27-3031.00,Public Relations Specialists,Systems Analysis,3.12,3.12
27-3031.00,Public Relations Specialists,Monitoring,3.0,3.5
27-3031.00,Public Relations Specialists,Instructing,3.0,3.0
27-3031.00,Public Relations Specialists,Learning Strategies,2.88,3.12
27-3031.00,Public Relations Specialists,Operations Analysis,2.75,2.88
27-3031.00,Public Relations Specialists,Management of Personnel Resources,2.62,2.75
27-3031.00,Public Relations Specialists,Mathematics,2.0,2.0
27-3031.00,Public Relations Specialists,Management of Financial Resources,1.88,1.75
27-3031.00,Public Relations Specialists,Technology Design,1.75,1.38
27-3031.00,Public Relations Specialists,Management of Material Resources,1.75,1.5
27-3031.00,Public Relations Specialists,Operations Monitoring,1.62,0.62
27-3031.00,Public Relations Specialists,Science,1.5,0.5
27-3031.00,Public Relations Specialists,Programming,1.38,0.5
27-3031.00,Public Relations Specialists,Quality Control Analysis,1.38,0.5
27-3031.00,Public Relations Specialists,Equipment Selection,1.0,0.0
27-3031.00,Public Relations Specialists,Installation,1.0,0.0
27-3031.00,Public Relations Specialists,Operation and Control,1.0,0.0
27-3031.00,Public Relations Specialists,Equipment Maintenance,1.0,0.0
27-3031.00,Public Relations Specialists,Troubleshooting,1.0,0.0
27-3031.00,Public Relations Specialists,Repairing,1.0,0.0
27-3041.00,Editors,Reading Comprehension,4.88,5.12
27-3041.00,Editors,Writing,4.25,5.0
27-3041.00,Editors,Active Listening,3.88,4.0
27-3041.00,Editors,Critical Thinking,3.88,4.0
27-3041.00,Editors,Speaking,3.75,4.0
27-3041.00,Editors,Time Management,3.38,4.0
27-3041.00,Editors,Quality Control Analysis,3.25,3.25
27-3041.00,Editors,Active Learning,3.12,3.88
27-3041.00,Editors,Social Perceptiveness,3.12,3.5
27-3041.00,Editors,Complex Problem Solving,3.12,3.12
27-3041.00,Editors,Judgment and Decision Making,3.12,3.38
27-3041.00,Editors,Systems Analysis,3.12,3.12
27-3041.00,Editors,Monitoring,3.0,3.38
27-3041.00,Editors,Coordination,3.0,3.38
27-3041.00,Editors,Persuasion,3.0,3.38
27-3041.00,Editors,Negotiation,3.0,3.5
27-3041.00,Editors,Instructing,3.0,3.12
27-3041.00,Editors,Management of Personnel Resources,3.0,3.38
27-3041.00,Editors,Learning Strategies,2.88,3.0
27-3041.00,Editors,Service Orientation,2.62,2.75
27-3041.00,Editors,Systems Evaluation,2.5,2.75
27-3041.00,Editors,Mathematics,2.12,2.38
27-3041.00,Editors,Operations Analysis,2.0,1.5
27-3041.00,Editors,Operations Monitoring,1.88,1.5
27-3041.00,Editors,Technology Design,1.62,0.62
27-3041.00,Editors,Programming,1.62,0.75
27-3041.00,Editors,Management of Financial Resources,1.5,0.75
27-3041.00,Editors,Management of Material Resources,1.38,0.5
27-3041.00,Editors,Operation and Control,1.25,0.25
27-3041.00,Editors,Science,1.0,0.0
27-3041.00,Editors,Equipment Selection,1.0,0.0
27-3041.00,Editors,Installation,1.0,0.0
27-3041.00,Editors,Equipment Maintenance,1.0,0.0
27-3041.00,Editors,Troubleshooting,1.0,0.0
27-3041.00,Editors,Repairing,1.0,0.0
27-3042.00,Technical Writers,Writing,4.88,5.0
27-3042.00,Technical Writers,Reading Comprehension,4.12,4.88
27-3042.00,Technical Writers,Active Listening,3.75,3.88
27-3042.00,Technical Writers,Speaking,3.75,3.75
27-3042.00,Technical Writers,Critical Thinking,3.62,3.88
27-3042.00,Technical Writers,Active Learning,3.25,3.62
27-3042.00,Technical Writers,Judgment and Decision Making,3.12,3.0
27-3042.00,Technical Writers,Time Management,3.12,3.0
27-3042.00,Technical Writers,Monitoring,3.0,3.0
27-3042.00,Technical Writers,Coordination,3.0,3.0
27-3042.00,Technical Writers,Persuasion,2.88,2.88
27-3042.00,Technical Writers,Social Perceptiveness,2.75,2.75
27-3042.00,Technical Writers,Complex Problem Solving,2.75,3.0
27-3042.00,Technical Writers,Negotiation,2.62,2.38
27-3042.00,Technical Writers,Learning Strategies,2.5,2.25
27-3042.00,Technical Writers,Instructing,2.5,2.75
27-3042.00,Technical Writers,Operations Analysis,2.5,2.5
27-3042.00,Technical Writers,Systems Analysis,2.38,2.12
27-3042.00,Technical Writers,Quality Control Analysis,2.25,1.88
27-3042.00,Technical Writers,Service Orientation,2.12,1.88
27-3042.00,Technical Writers,Management of Personnel Resources,2.12,2.12
27-3042.00,Technical Writers,Systems Evaluation,1.88,1.25
27-3042.00,Technical Writers,Mathematics,1.62,0.62
27-3042.00,Technical Writers,Management of Material Resources,1.62,0.62
27-3042.00,Technical Writers,Operations Monitoring,1.5,0.5
27-3042.00,Technical Writers,Technology Design,1.38,0.38
27-3042.00,Technical Writers,Programming,1.38,0.38
27-3042.00,Technical Writers,Management of Financial Resources,1.38,0.38
27-3042.00,Technical Writers,Science,1.25,0.25
27-3042.00,Technical Writers,Troubleshooting,1.12,0.12
27-3042.00,Technical Writers,Equipment Selection,1.0,0.0
27-3042.00,Technical Writers,Installation,1.0,0.0
27-3042.00,Technical Writers,Operation and Control,1.0,0.0
27-3042.00,Technical Writers,Equipment Maintenance,1.0,0.0
27-3042.00,Technical Writers,Repairing,1.0,0.0
27-3043.00,Writers and Authors,Writing,4.75,5.12
27-3043.00,Writers and Authors,Reading Comprehension,4.12,4.12
27-3043.00,Writers and Authors,Active Listening,3.88,3.75
27-3043.00,Writers and Authors,Speaking,3.88,3.75
27-3043.00,Writers and Authors,Critical Thinking,3.62,4.0
27-3043.00,Writers and Authors,Time Management,3.62,3.38
27-3043.00,Writers and Authors,Active Learning,3.38,3.25
27-3043.00,Writers and Authors,Social Perceptiveness,3.38,3.12
27-3043.00,Writers and Authors,Coordination,3.38,3.12
27-3043.00,Writers and Authors,Persuasion,3.38,3.5
27-3043.00,Writers and Authors,Judgment and Decision Making,3.25,3.0
27-3043.00,Writers and Authors,Service Orientation,3.12,3.38
27-3043.00,Writers and Authors,Monitoring,3.0,3.0
27-3043.00,Writers and Authors,Complex Problem Solving,3.0,3.0
27-3043.00,Writers and Authors,Negotiation,2.88,3.0
27-3043.00,Writers and Authors,Instructing,2.88,2.38
27-3043.00,Writers and Authors,Learning Strategies,2.75,2.88
27-3043.00,Writers and Authors,Management of Personnel Resources,2.5,2.62
27-3043.00,Writers and Authors,Systems Evaluation,2.38,2.12
27-3043.00,Writers and Authors,Systems Analysis,2.25,2.12
27-3043.00,Writers and Authors,Technology Design,1.75,1.12
27-3043.00,Writers and Authors,Programming,1.62,0.75
27-3043.00,Writers and Authors,Quality Control Analysis,1.5,0.88
27-3043.00,Writers and Authors,Mathematics,1.25,0.5
27-3043.00,Writers and Authors,Operations Analysis,1.25,0.62
27-3043.00,Writers and Authors,Science,1.12,0.12
27-3043.00,Writers and Authors,Management of Financial Resources,1.12,0.25
27-3043.00,Writers and Authors,Management of Material Resources,1.12,0.25
27-3043.00,Writers and Authors,Equipment Selection,1.0,0.0
27-3043.00,Writers and Authors,Installation,1.0,0.0
27-3043.00,Writers and Authors,Operations Monitoring,1.0,0.0
27-3043.00,Writers and Authors,Operation and Control,1.0,0.0
27-3043.00,Writers and Authors,Equipment Maintenance,1.0,0.0
27-3043.00,Writers and Authors,Troubleshooting,1.0,0.0
27-3043.00,Writers and Authors,Repairing,1.0,0.0
27-3043.05,"Poets, Lyricists and Creative Writers",Writing,4.75,5.75
27-3043.05,"Poets, Lyricists and Creative Writers",Reading Comprehension,4.25,4.75
27-3043.05,"Poets, Lyricists and Creative Writers",Speaking,3.88,3.88
27-3043.05,"Poets, Lyricists and Creative Writers",Critical Thinking,3.75,3.75
27-3043.05,"Poets, Lyricists and Creative Writers",Active Learning,3.75,3.75
27-3043.05,"Poets, Lyricists and Creative Writers",Active Listening,3.62,3.75
27-3043.05,"Poets, Lyricists and Creative Writers",Judgment and Decision Making,3.25,3.25
27-3043.05,"Poets, Lyricists and Creative Writers",Social Perceptiveness,3.12,3.5
27-3043.05,"Poets, Lyricists and Creative Writers",Complex Problem Solving,3.12,3.25
27-3043.05,"Poets, Lyricists and Creative Writers",Learning Strategies,2.75,2.75
27-3043.05,"Poets, Lyricists and Creative Writers",Monitoring,2.75,3.0
27-3043.05,"Poets, Lyricists and Creative Writers",Coordination,2.75,3.0
27-3043.05,"Poets, Lyricists and Creative Writers",Persuasion,2.75,3.12
27-3043.05,"Poets, Lyricists and Creative Writers",Time Management,2.75,2.75
27-3043.05,"Poets, Lyricists and Creative Writers",Service Orientation,2.5,2.12
27-3043.05,"Poets, Lyricists and Creative Writers",Negotiation,2.38,2.5
27-3043.05,"Poets, Lyricists and Creative Writers",Instructing,2.12,2.12
27-3043.05,"Poets, Lyricists and Creative Writers",Systems Analysis,2.0,2.12
27-3043.05,"Poets, Lyricists and Creative Writers",Systems Evaluation,2.0,2.12
27-3043.05,"Poets, Lyricists and Creative Writers",Management of Personnel Resources,2.0,1.0
27-3043.05,"Poets, Lyricists and Creative Writers",Operations Analysis,1.88,1.38
27-3043.05,"Poets, Lyricists and Creative Writers",Mathematics,1.75,0.75
27-3043.05,"Poets, Lyricists and Creative Writers",Programming,1.75,0.75
27-3043.05,"Poets, Lyricists and Creative Writers",Technology Design,1.62,0.62
27-3043.05,"Poets, Lyricists and Creative Writers",Management of Financial Resources,1.62,0.62
27-3043.05,"Poets, Lyricists and Creative Writers",Quality Control Analysis,1.5,0.75
27-3043.05,"Poets, Lyricists and Creative Writers",Management of Material Resources,1.5,0.5
27-3043.05,"Poets, Lyricists and Creative Writers",Operations Monitoring,1.25,0.25
27-3043.05,"Poets, Lyricists and Creative Writers",Science,1.12,0.12
27-3043.05,"Poets, Lyricists and Creative Writers",Equipment Selection,1.0,0.0
27-3043.05,"Poets, Lyricists and Creative Writers",Installation,1.0,0.0
27-3043.05,"Poets, Lyricists and Creative Writers",Operation and Control,1.0,0.0
27-3043.05,"Poets, Lyricists and Creative Writers",Equipment Maintenance,1.0,0.0
27-3043.05,"Poets, Lyricists and Creative Writers",Troubleshooting,1.0,0.0
27-3043.05,"Poets, Lyricists and Creative Writers",Repairing,1.0,0.0
27-3091.00,Interpreters and Translators,Speaking,4.12,4.0
27-3091.00,Interpreters and Translators,Active Listening,4.0,4.25
27-3091.00,Interpreters and Translators,Reading Comprehension,3.88,4.0
27-3091.00,Interpreters and Translators,Writing,3.75,4.0
27-3091.00,Interpreters and Translators,Critical Thinking,3.62,3.88
27-3091.00,Interpreters and Translators,Monitoring,3.62,3.75
27-3091.00,Interpreters and Translators,Active Learning,3.12,3.0
27-3091.00,Interpreters and Translators,Social Perceptiveness,3.12,3.62
27-3091.00,Interpreters and Translators,Service Orientation,3.12,3.12
27-3091.00,Interpreters and Translators,Judgment and Decision Making,3.12,3.0
27-3091.00,Interpreters and Translators,Learning Strategies,3.0,3.12
27-3091.00,Interpreters and Translators,Coordination,3.0,3.0
27-3091.00,Interpreters and Translators,Instructing,3.0,3.0
27-3091.00,Interpreters and Translators,Complex Problem Solving,3.0,3.0
27-3091.00,Interpreters and Translators,Time Management,3.0,3.0
27-3091.00,Interpreters and Translators,Persuasion,2.88,2.38
27-3091.00,Interpreters and Translators,Management of Personnel Resources,2.75,2.5
27-3091.00,Interpreters and Translators,Negotiation,2.38,2.25
27-3091.00,Interpreters and Translators,Systems Analysis,2.12,2.12
27-3091.00,Interpreters and Translators,Systems Evaluation,2.12,2.12
27-3091.00,Interpreters and Translators,Mathematics,2.0,1.25
27-3091.00,Interpreters and Translators,Operations Monitoring,2.0,1.38
27-3091.00,Interpreters and Translators,Quality Control Analysis,2.0,1.25
27-3091.00,Interpreters and Translators,Technology Design,1.88,1.0
27-3091.00,Interpreters and Translators,Operations Analysis,1.62,0.75
27-3091.00,Interpreters and Translators,Troubleshooting,1.25,0.25
27-3091.00,Interpreters and Translators,Management of Financial Resources,1.25,0.38
27-3091.00,Interpreters and Translators,Management of Material Resources,1.25,0.38
27-3091.00,Interpreters and Translators,Science,1.12,0.12
27-3091.00,Interpreters and Translators,Programming,1.12,0.12
27-3091.00,Interpreters and Translators,Equipment Selection,1.0,0.0
27-3091.00,Interpreters and Translators,Installation,1.0,0.0
27-3091.00,Interpreters and Translators,Operation and Control,1.0,0.0
27-3091.00,Interpreters and Translators,Equipment Maintenance,1.0,0.0
27-3091.00,Interpreters and Translators,Repairing,1.0,0.0
27-3092.00,Court Reporters and Simultaneous Captioners,Active Listening,4.0,3.88
27-3092.00,Court Reporters and Simultaneous Captioners,Writing,3.38,3.25
27-3092.00,Court Reporters and Simultaneous Captioners,Reading Comprehension,3.12,3.62
27-3092.00,Court Reporters and Simultaneous Captioners,Speaking,3.0,3.12
27-3092.00,Court Reporters and Simultaneous Captioners,Monitoring,3.0,3.0
27-3092.00,Court Reporters and Simultaneous Captioners,Time Management,3.0,2.62
27-3092.00,Court Reporters and Simultaneous Captioners,Social Perceptiveness,2.62,2.25
27-3092.00,Court Reporters and Simultaneous Captioners,Critical Thinking,2.5,2.75
27-3092.00,Court Reporters and Simultaneous Captioners,Active Learning,2.38,2.38
27-3092.00,Court Reporters and Simultaneous Captioners,Complex Problem Solving,2.12,2.0
27-3092.00,Court Reporters and Simultaneous Captioners,Quality Control Analysis,2.12,1.88
27-3092.00,Court Reporters and Simultaneous Captioners,Learning Strategies,2.0,1.88
27-3092.00,Court Reporters and Simultaneous Captioners,Coordination,2.0,1.75
27-3092.00,Court Reporters and Simultaneous Captioners,Judgment and Decision Making,2.0,2.0
27-3092.00,Court Reporters and Simultaneous Captioners,Service Orientation,1.88,1.75
27-3092.00,Court Reporters and Simultaneous Captioners,Operations Monitoring,1.88,1.62
27-3092.00,Court Reporters and Simultaneous Captioners,Systems Analysis,1.88,0.88
27-3092.00,Court Reporters and Simultaneous Captioners,Persuasion,1.75,0.88
27-3092.00,Court Reporters and Simultaneous Captioners,Operation and Control,1.75,1.38
27-3092.00,Court Reporters and Simultaneous Captioners,Troubleshooting,1.75,0.75
27-3092.00,Court Reporters and Simultaneous Captioners,Systems Evaluation,1.75,0.75
27-3092.00,Court Reporters and Simultaneous Captioners,Mathematics,1.62,0.62
27-3092.00,Court Reporters and Simultaneous Captioners,Negotiation,1.62,0.88
